 - Plot 0	 - Plot 0
800	-1.68E-13
801	-7.60E-14
802	-4.63E-13
803	-2.35E-13
804	-5.51E-14
805	-4.14E-13
806	1.19E-11
807	1.19E-11
808	1.19E-11
809	1.19E-11
810	1.23E-11
811	1.25E-11
812	1.27E-11
813	1.27E-11
814	1.26E-11
815	1.26E-11
816	1.26E-11
817	1.25E-11
818	1.23E-11
819	1.21E-11
820	1.20E-11
821	1.09E-11
822	9.51E-12
823	7.92E-12
824	1.81E-12
825	-5.48E-13
826	-3.07E-12
827	-4.30E-12
828	-4.52E-12
829	-4.58E-12
830	-4.85E-12
831	-4.89E-12
832	-4.56E-12
833	-4.10E-12
834	-3.36E-12
835	-3.17E-12
836	-2.83E-12
837	-2.43E-12
838	-1.93E-12
839	-1.68E-12
840	-1.60E-12
841	-1.11E-12
842	-9.93E-13
843	-9.27E-13
844	-8.16E-13
845	-5.65E-13
846	-3.89E-13
847	-3.94E-13
848	-3.61E-13
849	-3.18E-13
850	-1.07E-13
851	-2.52E-14
852	-5.80E-14
853	-1.57E-13
854	-1.04E-13
855	-1.26E-13
856	-4.52E-14
857	-6.69E-14
858	-7.01E-14
859	-9.08E-14
860	-7.47E-14
861	-6.37E-14
862	-4.95E-14
863	-2.70E-14
864	-3.06E-14
865	-1.06E-13
866	-3.42E-14
867	-1.69E-14
868	1.11E-11
869	1.10E-11
870	1.11E-11
871	1.12E-11
872	1.11E-11
873	1.15E-11
874	1.15E-11
875	1.17E-11
876	1.17E-11
877	1.16E-11
878	1.17E-11
879	1.14E-11
880	1.12E-11
881	1.07E-11
882	9.64E-12
883	8.83E-12
884	7.16E-12
885	4.21E-12
886	2.48E-12
887	-6.48E-13
888	-1.78E-12
889	-2.11E-12
890	-2.19E-12
891	-2.47E-12
892	-2.24E-12
893	-2.37E-12
894	-2.14E-12
895	-1.97E-12
896	-1.53E-12
897	-1.47E-12
898	-1.30E-12
899	-1.09E-12
900	-1.10E-12
901	-8.95E-13
902	-4.61E-13
903	-6.29E-13
904	-7.15E-13
905	-3.90E-13
906	-2.54E-13
907	-3.73E-13
908	-2.67E-13
909	-9.28E-15
910	-2.37E-13
911	-2.21E-13
912	8.36E-14
913	-5.90E-14
914	-2.48E-13
915	-7.63E-14
916	9.86E-14
917	-6.30E-14
918	-2.26E-13
919	1.08E-13
920	1.45E-13
921	-1.34E-13
922	-8.13E-14
923	6.89E-14
924	3.35E-14
925	-1.20E-14
926	-2.55E-14
927	8.69E-14
928	2.72E-14
929	6.16E-14
930	5.74E-12
931	5.86E-12
932	6.00E-12
933	5.88E-12
934	5.89E-12
935	6.45E-12
936	6.47E-12
937	6.73E-12
938	6.80E-12
939	6.64E-12
940	6.61E-12
941	5.76E-12
942	5.03E-12
943	4.34E-12
944	2.35E-12
945	1.40E-12
946	3.30E-13
947	-1.65E-12
948	-1.71E-12
949	-1.85E-12
950	-1.32E-12
951	-1.35E-12
952	-1.25E-12
953	-1.20E-12
954	-1.29E-12
955	-1.21E-12
956	-8.68E-13
957	-6.43E-13
958	-8.78E-13
959	-6.54E-13
960	-3.74E-13
961	-4.94E-13
962	-5.05E-13
963	-2.18E-13
964	-2.40E-13
965	-3.69E-13
966	-2.06E-13
967	-2.10E-13
968	-2.89E-13
969	-1.43E-13
970	-5.34E-15
971	-4.64E-14
972	-1.43E-13
973	-8.22E-14
974	1.92E-13
975	-1.65E-13
976	-1.60E-13
977	1.02E-13
978	8.16E-14
979	-1.45E-13
980	1.23E-13
981	1.24E-13
982	-2.33E-13
983	1.41E-13
984	3.47E-13
985	-4.81E-14
986	-5.48E-14
987	2.32E-13
988	-8.48E-14
989	2.06E-13
990	2.23E-13
991	-9.86E-14
992	5.99E-14
993	1.64E-13
994	-9.58E-14
995	-6.17E-14
996	2.32E-13
997	-7.38E-14
